Company,Title,Country,City,Region Tier,Category,Employment Type,Duration,Expected Start,Expected End,Application Status,Application Deadline,Link,Source,External ID,Date Posted,Last Verified,Undergrad Eligible,Foreign University Eligible,International Eligible,Work Auth Required,Visa Sponsorship,Local Language Required,English Environment,Visa Category,Visa Explanation,Visa Route,Visa Evidence,Paid,Compensation,Currency,Housing,Relocation,Match Score,Score Breakdown,Why It Fits,Barriers,Bucket,Status,Notes,Date Applied,Interview Date,Offer Status,Follow-up Date
Philips,Intern - AI Agent Development,China,Beijing,3,Machine Learning / AI,Part time,,2027-05,2027-08,Open (cycle unconfirmed),,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Beijing/intern_581864,workday:philips,581864,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Machine Learning / AI role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Philips,AI Imaging Data Scientist Intern,China,Shanghai,3,Machine Learning / AI,Part time,,2027-05,2027-08,Open (cycle unconfirmed),,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Shanghai/AI-Data-Scientist-Intern_589226,workday:philips,589226,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Machine Learning / AI role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Plexus,Intern - Software development,Mexico,Guadalajara,3,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://plexus.wd504.myworkdayjobs.com/Plexus_Careers/job/Guadalajara-Mexico/Intern---Manufacturing--Automation---C--_R040240,workday:plexus,R040240,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Software Engineering role in Mexico,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Point72,Cubist Quantitative Researcher Intern,Hong Kong,,3,Quantitative Technology,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://boards.greenhouse.io/point72/jobs/7297611002?gh_jid=7297611002,greenhouse:point72,7297611002,2024-08-15,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 21; visa 14; pay 10; company 7; eligibility 10; location 3,Quantitative Technology role in Hong Kong,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Stryker,Engineering Intern,China,Suzhou,3,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://stryker.wd1.myworkdayjobs.com/strykercareers/job/Suzhou-China/Engineering-Intern_R572427,workday:stryker,R572427,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,65,role 25; visa 14; pay 10; company 7; eligibility 6; location 3,Software Engineering role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
NVIDIA,Post Silicon Validation Intern - 2027,China,,3,Hardware / Embedded,Full time,,2027-05,2027-08,Open,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/Post-Silicon-Validation-Intern---2027_JR2025052,workday:nvidia,JR2025052,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,64,role 16; visa 14; pay 10; company 15; eligibility 6; location 3,Hardware / Embedded role in China; explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Skydio,PhD Autonomy Engineer Intern - Computer Vision / Deep Learning Summer 2027,Switzerland,Zurich,2,Machine Learning / AI,Intern,,2027-05,2027-08,Open,,https://jobs.ashbyhq.com/skydio/611a7f87-bc4c-468f-976f-ecd33b731fa3,ashby:skydio,611a7f87-bc4c-468f-976f-ecd33b731fa3,2026-09-03,2026-09-08,No,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Trainee permit under bilateral trainee agreements,,Not publicly disclosed,,,Unclear,Unclear,63,role 25; visa 14; pay 10; company 7; eligibility 2; location 5,Machine Learning / AI role in Switzerland; visa route exists (Trainee permit under bilateral trainee agreements); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; appears to target PhD candidates; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Virtu Financial,2027 Internship - Quantitative Researcher (Master or PhD),Ireland,Dublin,1,Quantitative Technology,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/virtu/jobs/8631180002,greenhouse:virtu,8631180002,2026-07-14,2026-09-08,No,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Atypical Working Scheme covers short internships for non-EEA students,,Not publicly disclosed,,,Unclear,Unclear,63,role 21; visa 14; pay 10; company 7; eligibility 2; location 9,Quantitative Technology role in Ireland; visa route exists (Atypical Working Scheme covers short internships for non-EEA students); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed; appears to target PhD candidates,👀 Investigate Further,Not Applied,,,,,
Manulife,Summer Intern 2027 - Business Technology,Canada,Toronto,1,General Technology,Full time,,2027-05,2027-08,Open,,https://manulife.wd3.myworkdayjobs.com/mfcjh_jobs/job/Toronto-Ontario/Summer-Intern-2027---Business-Technology_JR26081687,workday:manulife,JR26081687,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Co-op / internship work permit; often needs the placement to be degree-required,,Yes,,,Yes,Unclear,62,role 12; visa 14; pay 15; company 7; eligibility 6; location 8,General Technology role in Canada; visa route exists (Co-op / internship work permit); paid; explicitly Summer 2027,work authorization unstated - confirm before investing time,👀 Investigate Further,Not Applied,,,,,
Rockwellautomation,"Embedded Software, Intern",Poland,Katowice,3,Hardware / Embedded,Part time,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://rockwellautomation.wd1.myworkdayjobs.com/external_rockwell_automation/job/Katowice-Poland/Embedded-Software--Intern_R26-5675-1,workday:rockwellautomation,R26-5675,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,61,role 16; visa 14; pay 15; company 7; eligibility 6; location 3,Hardware / Embedded role in Poland; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Celonis,(Graduated) Intern Academy Operations & Technology,Spain,Madrid,3,General Technology,Internship,24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://job-boards.greenhouse.io/celonis/jobs/7977932003?gh_jid=7977932003,greenhouse:celonis,7977932003,2026-08-27,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,60,role 12; visa 14; pay 10; company 11; eligibility 10; location 3,General Technology role in Spain,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Celonis,Intern Technology & Management Consulting (Value Engineering),France,Paris,3,General Technology,Internship,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://job-boards.greenhouse.io/celonis/jobs/7962340003?gh_jid=7962340003,greenhouse:celonis,7962340003,2026-08-24,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,60,role 12; visa 14; pay 10; company 11; eligibility 10; location 3,General Technology role in France,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Blackstone,"2027 Blackstone Technology & Innovations Analyst Intern, Singapore",Singapore,,1,General Technology,Full time,6 months,2027-05,2027-08,Open,,https://blackstone.wd1.myworkdayjobs.com/Blackstone_Campus_Careers/job/Singapore/XMLNAME-2027-Blackstone-Technology---Innovations-Analyst-Intern--Singapore_45034,workday:blackstone,45034,,2026-09-08,Yes,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Yes,Unclear,59,role 12; visa 14; pay 10; company 7; eligibility 6; location 10,General Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass); explicitly Summer 2027,work authorization unstated - confirm before investing time; compensation not publicly disclosed,👀 Investigate Further,Not Applied,,,,,
GlobalFoundries,2H University Intern - FR CMOS Device Engineering,Singapore,,1,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://globalfoundries.wd1.myworkdayjobs.com/External/job/Singapore/Intern---FR-CMOS_JR-2503753,workday:globalfoundries,JR-2503753,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,59,role 12; visa 14; pay 10; company 7; eligibility 6; location 10,General Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
GlobalFoundries,2H University Intern - Clean Tech Engineering Module,Singapore,SGP - Woodlands,1,General Technology,Full time,20-24 weeks,2027-05,2027-08,Open (cycle unconfirmed),,https://globalfoundries.wd1.myworkdayjobs.com/External/job/SGP---Woodlands/XMLNAME-2H-University-Intern---Clean-Tech-Engineering-Module_JR-2502753,workday:globalfoundries,JR-2502753,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,No,Yes,B,no work-authorization statement found; eligibility must be confirmed,Training Employment Pass or Work Holiday Pass,,Not publicly disclosed,,,Unclear,Unclear,59,role 12; visa 14; pay 10; company 7; eligibility 6; location 10,General Technology role in Singapore; visa route exists (Training Employment Pass or Work Holiday Pass),work authorization unstated - confirm before investing time; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Medtronic,IT Intern,China,Shanghai,3,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://medtronic.wd1.myworkdayjobs.com/medtroniccareers/job/Shanghai-Shanghai-China/IT-Intern_R72764,workday:medtronic,R72764,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,57,role 12; visa 14; pay 15; company 7; eligibility 6; location 3,General Technology role in China; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Medtronic,IT Intern,China,Shanghai,3,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://medtronic.wd1.myworkdayjobs.com/medtroniccareers/job/Shanghai-Shanghai-China/IT-Intern_R76905-1,workday:medtronic,R76905,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,57,role 12; visa 14; pay 15; company 7; eligibility 6; location 3,General Technology role in China; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Medtronic,IT Intern: Undergrad (Tech),China,Shanghai,3,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://medtronic.wd1.myworkdayjobs.com/medtroniccareers/job/Shanghai-Shanghai-China/IT-Intern--Undergrad--Tech-_R76906-1,workday:medtronic,R76906,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Unclear,Unclear,57,role 12; visa 14; pay 15; company 7; eligibility 6; location 3,General Technology role in China; paid,work authorization unstated - confirm before investing time; English working environment unconfirmed; not confirmed as a Summer 2027 posting,👀 Investigate Further,Not Applied,,,,,
Procter & Gamble,IT Intern - Tepeji Plant,Mexico,TEPEJI PLANT,3,General Technology,Part time,12-18 months,2027-05,2027-08,Open,,https://pg.wd5.myworkdayjobs.com/1000/job/TEPEJI-PLANT/IT-Intern---Tepeji-Plant_R000157055,workday:pg,R000157055,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Yes,Unclear,57,role 12; visa 14; pay 15; company 7; eligibility 6; location 3,General Technology role in Mexico; paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
Procter & Gamble,IT Intern - Naucalpan Plant,Mexico,NAUCALPAN PLANT,3,General Technology,Part time,12-18 months,2027-05,2027-08,Open,,https://pg.wd5.myworkdayjobs.com/1000/job/NAUCALPAN-PLANT/IT-Intern---Naucalpan-Plant_R000156991,workday:pg,R000156991,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Yes,,,Yes,Unclear,57,role 12; visa 14; pay 15; company 7; eligibility 6; location 3,General Technology role in Mexico; paid; explicitly Summer 2027,work authorization unstated - confirm before investing time; English working environment unconfirmed,👀 Investigate Further,Not Applied,,,,,
GE Vernova,Robotics Inspection Technologies Intern.,India,Bengaluru,3,General Technology,Full time,3-11 months,2027-05,2027-08,Closed,,https://gevernova.wd5.myworkdayjobs.com/vernova_externalsite/job/Bengaluru/Robotics-Inspection-Technologies-Intern_R5038013-1,workday:gevernova,R5038013,,2026-09-07,Unclear,Unclear,Yes,No,Yes,Unclear,Unclear,A,offers relocation support,Home country - no visa needed,nd camera interfacing Additional Information Relocation Assistance Provided: Yes,Not publicly disclosed,,,Unclear,Yes,63,role 12; visa 25; pay 10; company 7; eligibility 6; location 3,General Technology role in India; employer states international support,compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,📅 Monitor for Opening,Closed,No longer listed on the company board,,,,
Philips,System Engineering （嵌入式系统） -Intern,China,Suzhou,3,General Technology,Part time,,2027-05,2027-08,Open (cycle unconfirmed),,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Suzhou/System-Engineering--Intern_588929-1,workday:philips,588929,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,,,Not publicly disclosed,,,Unclear,Unclear,52,role 12; visa 14; pay 10; company 7; eligibility 6; location 3,General Technology role in China,work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,📅 Monitor for Opening,Not Applied,,,,,
Procter & Gamble,Information Technology Intern,India,MUMBAI GENERAL OFFICE,3,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://pg.wd5.myworkdayjobs.com/1000/job/MUMBAI-GENERAL-OFFICE/Information-Technology-Intern_R000158265,workday:pg,R000158265,,2026-09-08,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,B,no work-authorization statement found; eligibility must be confirmed,Home country - no visa needed,,Not publicly disclosed,,,Unclear,Unclear,52,role 12; visa 14; pay 10; company 7; eligibility 6; location 3,General Technology role in India; visa route exists (Home country - no visa needed),work authorization unstated - confirm before investing time; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,📅 Monitor for Opening,Not Applied,,,,,
Boeing,Intern - Software Engineering,Spain,ESP - Madrid,3,Software Engineering,Full time,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://boeing.wd1.myworkdayjobs.com/EXTERNAL_CAREERS/job/ESP---Madrid-Spain/Intern---Software-Engineering_JR2026522576-1,workday:boeing,JR2026522576,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,security clearance required,,not a negotiable benefit for this position. Security Clearance: This position does not require a Security C,Not publicly disclosed,,,Unclear,Yes,40,role 25; visa 2; pay 10; company 7; eligibility 6; location 3,Software Engineering role in Spain,local work authorization likely required; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Boeing,Intern - Systems Safety Engineering,Spain,ESP - Madrid,3,General Technology,Full time,6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://boeing.wd1.myworkdayjobs.com/EXTERNAL_CAREERS/job/ESP---Madrid-Spain/Intern---Systems-Safety-Engineering_JR2026522575-1,workday:boeing,JR2026522575,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,security clearance required,,not a negotiable benefit for this position. Security Clearance: This position does not require a Security C,Not publicly disclosed,,,Unclear,Yes,40,role 12; visa 2; pay 10; company 7; eligibility 6; location 3,General Technology role in Spain,local work authorization likely required; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Geaerospace,"GE Aerospace Data Science - 12 Month Placement, Eastleigh",United Kingdom,Eastleigh,1,Data Science,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://geaerospace.wd5.myworkdayjobs.com/ge_externalsite/job/Eastleigh/GE-Aerospace-Data-Science---12-Month-Placement--Eastleigh_R5039365-1,workday:geaerospace,R5039365,,2026-09-08,Unclear,Unclear,No,Yes,No,No,Yes,C,sponsorship not available,,"p is available to take up the post. Further, sponsorship is not available for our Early Careers opportunities. Our pla",Not publicly disclosed,,,Unclear,Unclear,40,role 20; visa 2; pay 10; company 7; eligibility 6; location 9,Data Science role in United Kingdom,local work authorization likely required; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Geaerospace,GE Aerospace Digital Technology - 12 Month Placement,United Kingdom,Cheltenham,1,General Technology,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://geaerospace.wd5.myworkdayjobs.com/ge_externalsite/job/Cheltenham/GE-Aerospace-Digital-Technology---12-Month-Placement_R5039355-2,workday:geaerospace,R5039355,,2026-09-08,Unclear,Unclear,No,Yes,No,No,Yes,C,sponsorship not available,,"p is available to take up the post. Further, sponsorship is not available for our Early Careers opportunities. Our pla",Not publicly disclosed,,,Unclear,Unclear,40,role 12; visa 2; pay 10; company 7; eligibility 6; location 9,General Technology role in United Kingdom,local work authorization likely required; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Geaerospace,GE Aerospace Software Engineering - 12 Month Placement,United Kingdom,Cheltenham,1,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://geaerospace.wd5.myworkdayjobs.com/ge_externalsite/job/Cheltenham/GE-Aerospace-Software-Engineering---12-Month-Placement_R5039374-2,workday:geaerospace,R5039374,,2026-09-08,Unclear,Unclear,No,Yes,No,No,Yes,C,sponsorship not available,,"p is available to take up the post. Further, sponsorship is not available for our Early Careers opportunities. Our pla",Not publicly disclosed,,,Unclear,Unclear,40,role 25; visa 2; pay 10; company 7; eligibility 6; location 9,Software Engineering role in United Kingdom,local work authorization likely required; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Geaerospace,GE Aerospace Systems Engineering – 12 Month Placement,United Kingdom,Gloucester,1,Cloud / DevOps / Infrastructure,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://geaerospace.wd5.myworkdayjobs.com/ge_externalsite/job/Gloucester/GE-Aerospace-Systems-Engineering---12-Month-Placement_R5039377-1,workday:geaerospace,R5039377,,2026-09-08,Unclear,Unclear,No,Yes,No,No,Yes,C,sponsorship not available,,"p is available to take up the post. Further, sponsorship is not available for our Early Careers opportunities. Our pla",Not publicly disclosed,,,Unclear,Unclear,40,role 22; visa 2; pay 10; company 7; eligibility 6; location 9,Cloud / DevOps / Infrastructure role in United Kingdom,local work authorization likely required; compensation not publicly disclosed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Helsing,AI Research Intern (PhD) – 3D Computer Vision,Spain,Barcelona,3,Machine Learning / AI,Internship,,2027-05,2027-08,Open (cycle unconfirmed),,https://helsing.ai/jobs/4941957101?gh_jid=4941957101,greenhouse:helsing,4941957101,2026-07-30,2026-09-08,No,Unclear,No,Yes,No,Unclear,Unclear,C,defence or nationality-restricted employer,,Helsing,Not publicly disclosed,,,Unclear,Unclear,40,role 25; visa 2; pay 10; company 7; eligibility 2; location 3,Machine Learning / AI role in Spain,local work authorization likely required; compensation not publicly disclosed; appears to target PhD candidates; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
IMC,Machine Learning Research Intern - Summer 2027 - Amsterdam,Netherlands,Amsterdam,2,Machine Learning / AI,Internship,10 weeks,2027-05,2027-08,Open,,https://job-boards.eu.greenhouse.io/imc/jobs/4912874101,greenhouse:imc,4912874101,2026-07-06,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,requires no-sponsorship status,,"n in the Netherlands or are eligible to work without sponsorship, we encourage you to apply and inform our ca",Yes,,,Yes,Unclear,40,role 25; visa 2; pay 15; company 15; eligibility 10; location 8,Machine Learning / AI role in Netherlands; paid; explicitly Summer 2027,local work authorization likely required; English working environment unconfirmed,⚠️ Work Authorization Barrier,Not Applied,,,,,
Intel,Development Tools Software Intern,Mexico,,3,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://intel.wd1.myworkdayjobs.com/external/job/Mexico-Guadalajara/Development-Tools-Software-Intern_JR0285211,workday:intel,JR0285211,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,requires existing work rights,,"erformance analysis. Advanced English level. Must have unrestricted, permanent right to work in Mexico (this role is not eligible for vis",Not publicly disclosed,,,Unclear,Unclear,40,role 25; visa 2; pay 10; company 7; eligibility 6; location 3,Software Engineering role in Mexico,local work authorization likely required; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Intel,AI Algorithm Research Intern – Neuromorphic Computing,Mexico,,3,Machine Learning / AI,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://intel.wd1.myworkdayjobs.com/external/job/Mexico-Guadalajara/AI-Algorithm-Research-Intern---Neuromorphic-Computing_JR0286774,workday:intel,JR0286774,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,requires existing work rights,,ews). Intermediate to Advanced English level Must have unrestricted - permanent right to work in Mexico (this position is not eligible for,Not publicly disclosed,,,Unclear,Unclear,40,role 25; visa 2; pay 10; company 7; eligibility 6; location 3,Machine Learning / AI role in Mexico,local work authorization likely required; compensation not publicly disclosed; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Marvell,AI Infrastructure Engineer Intern,Israel,Petah-Tikva,3,Machine Learning / AI,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Petah-Tikva/AI-Infrastructure-Engineer-Intern_2604499,workday:marvell,2604499,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,citizenship or PR required,,"t of State. Except for U.S. citizens, lawful permanent residents, or protected individuals as defined by 8 U",Yes,,,Unclear,Unclear,40,role 25; visa 2; pay 15; company 7; eligibility 6; location 3,Machine Learning / AI role in Israel; paid,local work authorization likely required; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Marvell,Optical Module Software/Firmware Intern,China,Shanghai,3,Hardware / Embedded,Full time,4-6 months,2027-05,2027-08,Open (cycle unconfirmed),,https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Shanghai/Optical-Module-Software-Firmware-Intern_2604216,workday:marvell,2604216,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,citizenship or PR required,,"t of State. Except for U.S. citizens, lawful permanent residents, or protected individuals as defined by 8 U",Yes,,,Unclear,Unclear,40,role 16; visa 2; pay 15; company 7; eligibility 6; location 3,Hardware / Embedded role in China; paid,local work authorization likely required; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Marvell,Silicon Validation Engineer Junior/Intern,Italy,Pavia,3,Hardware / Embedded,Full time,12 months,2027-05,2027-08,Open (cycle unconfirmed),,https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Pavia-Italy/Silicon-Validation-Engineer-Junior-Intern_2502761,workday:marvell,2502761,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,citizenship or PR required,,"t of State. Except for U.S. citizens, lawful permanent residents, or protected individuals as defined by 8 U",Yes,,,Unclear,Unclear,40,role 16; visa 2; pay 15; company 7; eligibility 6; location 3,Hardware / Embedded role in Italy; paid,local work authorization likely required; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Marvell,DSP System Engineering Intern,Italy,Pavia,3,Software Engineering,Full time,,2027-05,2027-08,Open (cycle unconfirmed),,https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Pavia-Italy/DSP-System-Engineering-Intern---PhD_2600300,workday:marvell,2600300,,2026-09-08,Unclear,Unclear,No,Yes,No,Unclear,Unclear,C,citizenship or PR required,,"t of State. Except for U.S. citizens, lawful permanent residents, or protected individuals as defined by 8 U",Yes,,,Unclear,Unclear,40,role 25; visa 2; pay 15; company 7; eligibility 6; location 3,Software Engineering role in Italy; paid,local work authorization likely required; English working environment unconfirmed; not confirmed as a Summer 2027 posting,⚠️ Work Authorization Barrier,Not Applied,,,,,
Maven,Software Developer Summer Internship London 2027,United Kingdom,London,1,Software Engineering,Internship,9 weeks,2027-05,2027-08,Open,,https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/7806987,greenhouse:mavensecuritiesholdingltd,7806987,2026-09-01,2026-09-08,Yes,Unclear,No,Yes,No,No,Yes,C,requires existing work rights,,ong>Key requirements: </strong> <ul> <li>You must have the right to work in the region you are applying for at the ti,Not publicly disclosed,,,Unclear,Unclear,40,role 25; visa 2; pay 10; company 7; eligibility 10; location 9,Software Engineering role in United Kingdom; explicitly Summer 2027,local work authorization likely required; compensation not publicly disclosed,⚠️ Work Authorization Barrier,Not Applied,,,,,
